Section,Type Aditional Info,Type,Importance,Hint,Description,Learn More
Internal,,Potential Issue,Medium,URL contains upper case characters,"URLs that contain upper case characters in the URL (e.g. http://example.com/ContactUs). Ideally URLs should be lower case and not be mixed case, as mixed case URLs can lead to duplicate content, a loss of link equity to the correct version and wasted crawl budget. ",https://sitebulb.com/hints/internal/url-contains-upper-case-characters/
Internal,,Insight,No Issue,URL contains no Google Analytics code,"URLs that do not contain a Google Analytics code. This may simply be because the website does not use Google Analytics, but may also represent instances where the Google Analytics code is accidentally missing. Note that this Hint is independent of any Google Tag Manager implementation, and simply means that no Google Analytics code was found on the page. ",https://sitebulb.com/hints/internal/url-contains-no-google-analytics-code/
Internal,,Insight,No Issue,URL contains no Google Tag Manager code,"URLs that do not contain a Google Tag Manager code. This may simply be because the website does not use Google Tag Manager, but may also represent instances where the Google Tag Manager code is accidentally missing. ",https://sitebulb.com/hints/internal/url-contains-no-google-tag-manager-code/
Internal,,Issue,High,URL resolves under both HTTP and HTTPS,"URLs that resolve under both HTTP and HTTPS protocols. This could pose a security risk if users are able to access insecure content (which should be secure) and may also lead to duplicate content issues, if search engines end up crawling both HTTP and HTTPS versions. ",https://sitebulb.com/hints/internal/url-resolves-under-both-http-and-https/
International,,Insight,No Issue,Hreflang annotation also x-default,"This means that the URL in question is defined as an hreflang alternate, and also defined as the x-default hreflang.",https://sitebulb.com/hints/international/hreflang-annotation-also-x-default/
International,,Potential Issue,Medium,Missing canonical URL,"This means that the URL in question has hreflang annotations, but no canonical tag.",https://sitebulb.com/hints/international/missing-canonical-url/
International,,Opportunity,Medium,Missing HTML lang attribute,This means that the URL in question has not defined the language/region attribute using HTML lang.,https://sitebulb.com/hints/international/missing-html-lang-attribute/
International,,Opportunity,Medium,Has hreflang annotations without HTML lang,"This means that the URL in question has hreflang annotations, but has not defined the language/region attribute using HTML lang.",https://sitebulb.com/hints/international/has-hreflang-annotations-without-html-lang/
International,,Issue,High,Has outgoing hreflang annotations to broken URLs,This means that the URL in question has at least one outgoing hreflang annotation which returned as Not Found (4XX) or Error (5XX).,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotations-to-broken-urls/
International,,Issue,High,Has outgoing hreflang annotations to canonicalized URLs,This means that the URL in question has at least one outgoing hreflang annotation which is canonicalized to another URL.,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotations-to-canonicalized-urls/
International,,Issue,High,Canonicalized URL has incoming hreflang,"This means that the URL in question is defined as a hreflang alternate, yet is canonicalized to another URL.",https://sitebulb.com/hints/international/canonicalized-url-has-incoming-hreflang/
International,,Issue,High,Has outgoing hreflang annotations to disallowed URLs,This means that the URL in question has at least one outgoing hreflang annotation URL that is disallowed in robots.txt.,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotations-to-disallowed-urls/
International,,Issue,High,Disallowed URL has incoming hreflang,"This means that the URL in question is defined as a hreflang alternate, yet is disallowed in robots.txt.",https://sitebulb.com/hints/international/disallowed-url-has-incoming-hreflang/
International,,Issue,High,Has conflicting incoming hreflang annotations,"This means that the URL in question has multiple, different incoming hreflang annotations.",https://sitebulb.com/hints/international/has-conflicting-incoming-hreflang-annotations/
International,,Issue,High,Has conflicting outgoing hreflang annotations,"This means that the URL in question has one or more outgoing hreflang annotations that specify the same URL, but with different hreflang - so there is a conflict between the two annotations.",https://sitebulb.com/hints/international/has-conflicting-outgoing-hreflang-annotations/
International,,Issue,High,Has multiple self-referencing hreflang annotations,"This means that the URL in question has one or more self-referenced hreflang annotations, that specify different hreflang values - so there is a conflict between the annotations.",https://sitebulb.com/hints/international/has-multiple-self-referencing-hreflang-annotations/
International,,Issue,High,Has outgoing hreflang annotation to multiple URLs,This means that the URL in question has hreflang annotations that specify the same hreflang to multiple different URLs - so there is a conflict between the various annotations. ,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotation-to-multiple-urls/
International,,Issue,High,Has outgoing hreflang annotations using relative URLs,This means that the URL in question has hreflang annotations that have at least one outgoing hreflang annotation which is referenced as a relative URL.,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotations-using-relative-urls/
International,,Issue,High,Invalid HTML lang attribute,"This means that the URL in question has defined the language/region attribute using HTML lang, but either the language code or the geography code is invalid (or both are invalid). ",https://sitebulb.com/hints/international/invalid-html-lang-attribute/
International,,Issue,High,Mismatched hreflang and HTML lang declarations,This means that the URL in question has hreflang annotations and HTML lang attributes that do not match.,https://sitebulb.com/hints/international/mismatched-hreflang-and-html-lang-declarations/
International,,Potential Issue,High,Missing hreflang annotations,This means that the URL in question is not specified as a translation through hreflang annotations.,https://sitebulb.com/hints/international/missing-hreflang-annotations/
International,,Issue,High,Missing reciprocal hreflang (no return-tag),This means that the URL in question has hreflang annotations where at least one of the alternate hreflang URLs does not reciprocate.,https://sitebulb.com/hints/international/missing-reciprocal-hreflang-no-return-tag/
International,,Issue,High,Has outgoing hreflang annotations to redirecting URLs,This means that the URL in question has at least one outgoing hreflang annotation which is redirected to another URL.,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotations-to-redirecting-urls/
International,,Issue,High,Has unsupported or misconfigured hreflang,This means that the URL in question has one or more outgoing hreflang annotation that is configured incorrectly.,https://sitebulb.com/hints/international/has-unsupported-or-misconfigured-hreflang/
International,,Potential Issue,High,Has hreflang annotations using multiple methods,"This means that the URL in question has hreflang annotations defined using more than one method (HTML, HTTP Header or XML Sitemap)",https://sitebulb.com/hints/international/has-hreflang-annotations-using-multiple-methods/
International,,Issue,Critical,Invalid incoming hreflang annotations,This means that the URL in question has one or more incoming hreflang annotation that is invalid (e.g. invalid language or region code).,https://sitebulb.com/hints/international/invalid-incoming-hreflang-annotations/
International,,Issue,Critical,Has invalid outgoing hreflang annotations,This means that the URL in question has one or more outgoing hreflang annotation that is invalid (e.g. invalid language or region code).,https://sitebulb.com/hints/international/has-invalid-outgoing-hreflang-annotations/
International,,Issue,Critical,Has outgoing hreflang annotations to noindex URLs,This means that the URL in question has at least one outgoing hreflang annotation URL which is noindex.,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotations-to-noindex-urls/
International,,Issue,Critical,Noindex URL has incoming hreflang,"This means that the URL in question is defined as a hreflang alternate, yet is noindex.",https://sitebulb.com/hints/international/noindex-url-has-incoming-hreflang/
Links,,Opportunity,Medium,Has one or more outgoing followed links with non descriptive anchor text,"The URL contains outgoing anchor links which do not use descriptive anchor text (they instead have anchor text like 'click here', go', 'here', etc...). Descriptive anchor text can help search engines and users alike to better understand your content. ",https://sitebulb.com/hints/links/has-one-or-more-outgoing-followed-links-with-non-descriptive-anchor-text/
Links,,Potential Issue,High,Has link to a non-HTTP protocol,"The URL contains outgoing anchor links which use a non-HTTP protocol (e.g. link to ftp://example.com/page). If you have links with a non-HTTP protocol, there is no guarantee how they would be handled by the user's browser. For example, using the FTP protocol in a HTML link will cause the link to be opened by the users' default FTP client. ",https://sitebulb.com/hints/links/has-link-to-a-non-http-protocol/
Links,,Opportunity,Medium,Has incoming followed links that do not use descriptive anchor text,"The URL receives incoming followed links from other internal URLs, which do not use descriptive anchor text (they instead have anchor text like 'click here', go', 'here', etc...). Descriptive anchor text can help search engines and users alike to better understand your content. ",https://sitebulb.com/hints/links/has-incoming-followed-links-that-do-not-use-descriptive-anchor-text/
Links,,Potential Issue,Medium,Only receives nofollow links or links from canonicalized URLs,"URLs found by the crawler that only receive incoming nofollow links, or incoming links from canonicalized URLs. In other words, the URL only receives links from URLs that do not pass Link Equity - which means that the URL has no power to rank in search results. ",https://sitebulb.com/hints/links/only-receives-nofollow-links-or-links-from-canonicalized-urls/
Links,,Issue,Medium,Pagination URL has no incoming internal links,"URLs that are declared as a pagination URL, via rel=next/prev links on another URL, but which has no incoming anchor links from internal URLs. Typically, this is a result of a misconfiguration in the website platform or CMS, which erroneously adds pagination markup and spawns pages that should not exist. ",https://sitebulb.com/hints/links/pagination-url-has-no-incoming-internal-links/
Links,,Issue,High,URL is orphaned and was not found by the crawler,"URLs that are not part of the crawlable website architecture. Orphaned URLs were not found as part of the website crawl, so were instead picked up by a different crawl source (XML Sitemap, URL List, Google Analytics or Google Search Console). The presence of orphaned URLs is not necessarily bad, however the cases you need to pay attention to are when you find orphaned URLs that return a 200 (OK) response. These are typically old URLs that need to be removed, or URLs that should be linked to, but aren't for some reason. ",https://sitebulb.com/hints/links/url-is-orphaned-and-was-not-found-by-the-crawler/
Links,,Opportunity,Medium,Has an anchored image with no alt text,"URLs that contain anchor links to image URLs with no alt text, or no alt attribute. For linked images, the alt text is considered equivalent to anchor text, and represents an opportunity to communicate meaning and context to search engines. ",https://sitebulb.com/hints/links/has-an-anchored-image-with-no-alt-text/
Links,,Issue,Low,Has a link with an empty href attribute,"URLs that contain at least one outgoing anchor link which has an empty href attribute. This may be because a link was intended to be added, but was not. It also may represent a bug in the underlying code, which is adding <a>tags where it should not. ",https://sitebulb.com/hints/links/has-a-link-with-an-empty-href-attribute/
Links,,Issue,High,Has outgoing links with malformed href data,"URLs that contain at least one outgoing anchor link which has malformed href data. This means that link equity will not be passed through to the link target, as the link itself is invalid. It may also mean that crawlers are unable to find the destination URL, so crawling, indexing and ranking may all be affected. ",https://sitebulb.com/hints/links/has-outgoing-links-with-malformed-href-data/
Links,,Opportunity,Medium,Has an internal link with no anchor text,"URLs that contain at least one outgoing anchor link which has no anchor text. This represents a missed opportunity to provide additional information about the target page to search engines, which could have an impact on this page's ability to rank for relevant search queries. ",https://sitebulb.com/hints/links/has-an-internal-link-with-no-anchor-text/
Links,,Issue,High,Has a link with whitespace in href attribute,"URLs that contain at least one outgoing anchor link which has trailing or leading whitespace character in the href attribute. Whitespace in href attributes may cause a loss or dissipation of link equity, if search engines treat the link targets as distinct URLs. ",https://sitebulb.com/hints/links/has-a-link-with-whitespace-in-href-attribute/
Links,,Insight,No Issue,Has link with a URL in onclick attribute,"URLs that contain at least one outgoing anchor link with a URL in an onclick attribute. This means that the link destination is JavaScript dependent, which search engines can struggle with.  ",https://sitebulb.com/hints/links/has-link-with-a-url-in-onclick-attribute/
Links,,Issue,Critical,Has link with a URL referencing a local or UNC file path,"URLs that contain at least one outgoing anchor link with a URL referencing a local or UNC file path. These links are normally left in by accident, and will not be publicly accessible, so site visitors and search engines will be unable to follow the link. ",https://sitebulb.com/hints/links/has-link-with-a-url-referencing-a-local-or-unc-file-path/
Links,,Issue,Critical,Has link with a URL referencing LocalHost or 127.0.0.1,"URLs that contain at least one outgoing anchor link with a URL referencing LocalHost or 127.0.0.1. These links are normally the accidental remains of development work, and will not be publicly accessible, so site visitors and search engines will be unable to follow the link. ",https://sitebulb.com/hints/links/has-link-with-a-url-referencing-localhost-or-127001/
Links,,Issue,Low,Has broken bookmarks,"URLs that contain broken bookmark links to other internal pages. Bookmark links (also known as 'jump links') are URLs that use an ID attribute in the HTML to link users to a specific part of a webpage, and broken bookmark links essentially mean that this 'jump' functionality is lost, which is a frustrating user experience. ",https://sitebulb.com/hints/links/has-broken-bookmarks/
Links,,Potential Issue,High,Has no outgoing links,"URLs that don't link to any other URL, internal or external. If you have URLs with no outgoing links, this means that they are unable to pass on link equity to other URLs within the website architecture. As such, they act link a PageRank black hole - they accumulate link equity from incoming links, but don't pass it back out to other URLs on the website. ",https://sitebulb.com/hints/links/has-no-outgoing-links/
Links,,Issue,Medium,URL receives both follow & nofollow internal links,"URLs that have a mixture of followed and nofollowed incoming links. If a given URL receives nofollowed links, this is usually a deliberate act, either because the website owner does not want to pass link equity to the linked URL, or they do not want search engines to crawl it. However, if even one other URL links to this page using followed links, this can negate the affect that the website owner was trying to achieve with the nofollow. ",https://sitebulb.com/hints/links/url-receives-both-follow-nofollow-internal-links/
Links,,Opportunity,High,Has only one followed internal linking URL,"URLs that only have a followed incoming link from one other URL on the website. URLs with only a single followed incoming link only inherit a small amount of link equity, which can make ranking very difficult. ",https://sitebulb.com/hints/links/has-only-one-followed-internal-linking-url/
Mobile Friendly,,Issue,High,Content does not size correctly to viewport,"URLs for which the page content is not responsive. When the screen is made smaller or larger than viewport width, the content does not size accordingly, which often means that the page is not optimized for mobile devices. ",https://sitebulb.com/hints/mobile-friendly/content-does-not-size-correctly-to-viewport/
Mobile Friendly,,Issue,Medium,The viewport <meta> tag does not have a width set,"URLs for which the viewport <meta> tag does not have a width set. You can control the page dimensions on different devices by including 'width=device-width', which matches the screen's width in device-independent pixels. If you don't set the width, mobile browsers will render the page at a desktop screen width, and then try to make the content look better by increasing font sizes and scaling the content to fit the screen, which means that font sizes may appear inconsistent to users, who may have to double-tap or pinch-to-zoom in order to see and interact with the content. ",https://sitebulb.com/hints/mobile-friendly/the-viewport-meta-tag-does-not-have-a-width-set/
Mobile Friendly,,Issue,Medium,The viewport <meta> tag has a maximum-scale set,"URLs for which the viewport <meta> tag has a maximum-scale value. Setting a value for the 'maximum-scale' attribute could prevent the user from scaling properly, meaning that users may not be able to zoom in/out on mobile devices, and may cause accessibility issues. ",https://sitebulb.com/hints/mobile-friendly/the-viewport-meta-tag-has-a-maximum-scale-set/
Mobile Friendly,,Issue,Medium,The viewport <meta> tag has a minimum-scale set,"URLs for which the viewport <meta> tag has a minimum-scale value. Setting a value for the 'minimum-scale' attribute could prevent the user from scaling properly, meaning that users may not be able to zoom in/out on mobile devices, and may cause accessibility issues. ",https://sitebulb.com/hints/mobile-friendly/the-viewport-meta-tag-has-a-minimum-scale-set/
Mobile Friendly,,Issue,Medium,The viewport <meta> tag has a specific width set,"URLs for which the viewport <meta> tag has a specific width set. You can control the page dimensions on different devices by including 'width=device-width', which matches the screen's width in device-independent pixels. If you set a specific width, mobile browsers will render the page at the width even on devices that are larger or smaller, and then try to make the content look better by increasing font sizes and scaling the content to fit the screen, which means that font sizes may appear inconsistent to users, who may have to double-tap or pinch-to-zoom in order to see and interact with the content. ",https://sitebulb.com/hints/mobile-friendly/the-viewport-meta-tag-has-a-specific-width-set/
Mobile Friendly,,Issue,Medium,The viewport <meta> tag prevents the user from scaling,"URLs for which the viewport <meta> tag has a user-scale value that prevents the user from scaling. This means that the attribute 'user-scalable' is set to '0' or 'no', which essentially disables user scaling, meaning that users cannot zoom in/out on mobile devices, and may cause accessibility issues. ",https://sitebulb.com/hints/mobile-friendly/the-viewport-meta-tag-prevents-the-user-from-scaling/
Mobile Friendly,,Issue,Medium,The viewport <meta> tag initial-scale is incorrect,"URLs for which the viewport <meta> tag initial-scale is not set to 1. Adding the attribute 'initial-scale=1' instructs browsers to establish a 1:1 relationship between CSS pixels and device-independent pixels regardless of device orientation, and allows the page to take advantage of the full landscape width when rotating the screen. Unless the width attribute is set to a specific value, setting the initial-scale to a value other than 1 will make the page content appear zoomed in (or out) on mobile devices. ",https://sitebulb.com/hints/mobile-friendly/the-viewport-meta-tag-initial-scale-is-incorrect/
Mobile Friendly,,Issue,Medium,The viewport <meta> tag is missing an initial-scale,"URLs for which the viewport <meta> tag is missing an initial-scale. Some browsers keep the page's width constant when rotating to landscape mode, and zoom rather than reflow to fill the screen. Adding the attribute 'initial-scale=1' instructs browsers to establish a 1:1 relationship between CSS pixels and device-independent pixels regardless of device orientation, and allows the page to take advantage of the full landscape width. ",https://sitebulb.com/hints/mobile-friendly/the-viewport-meta-tag-is-missing-an-initial-scale/
Mobile Friendly,,Issue,High,Has one or more image-map <map> tags,"URLs that contain image-map tags. Image maps rely on hard coded coordinate data for each different link, which do not scale well in mobile browsers. ",https://sitebulb.com/hints/mobile-friendly/has-one-or-more-image-map-map-tags/
Mobile Friendly,,Issue,High,Multiple viewport <meta> tags were found in the <head>,"URLs that contain multiple viewport <meta> tags in the <head>. Only one viewport tag is required, and if more than one is used this could lead to the wrong one being selected, which may cause rendering issues. ",https://sitebulb.com/hints/mobile-friendly/multiple-viewport-meta-tags-were-found-in-the-head/
Mobile Friendly,,Issue,High,Font size is too small for mobile devices,"URLs that contain some text which is too small, and not legible for mobile devices. It is recommended to use a base font size of 12 CSS pixels on the <body> or <html> tag, anything smaller is considered illegible. ",https://sitebulb.com/hints/mobile-friendly/font-size-is-too-small-for-mobile-devices/
Mobile Friendly,,Issue,High,Tap targets are too small and close,URLs that contain touch targets (such as buttons and links) which are too small and close to each other. This makes it difficult for mobile users to tap a desired element with their finger without also tapping a neighboring element. ,https://sitebulb.com/hints/mobile-friendly/tap-targets-are-too-small-and-close/
Mobile Friendly,,Issue,High,Missing viewport <meta> tag in the <head>,"URLs that do not contain the viewport <meta> tag in the <head>. Without a viewport, mobile devices will render the page at a typical desktop screen width, scaled to fit the screen. ",https://sitebulb.com/hints/mobile-friendly/missing-viewport-meta-tag-in-the-head/
Mobile Friendly,,Issue,High,Unsupported browser plugins found,"URLs that utilize unsupported browser plugins. Plugins are not widely supported by mobile devices (and by default most desktop browsers restrict them), which makes the content unavailable on mobile devices. ",https://sitebulb.com/hints/mobile-friendly/unsupported-browser-plugins-found/
On Page,,Issue,High,Meta description outside of head,This means that the URL in question has a meta description that is not in the <head>.,https://sitebulb.com/hints/on-page/meta-description-outside-of-head/
On Page,,Issue,Critical,Title tag outside of head,This means that the URL in question has a title tag that is not in the <head>.,https://sitebulb.com/hints/on-page/title-tag-outside-of-head/
On Page,,Issue,Critical,Title tag is empty,"HTML URLs that contain an empty <title> element. The title tag is considered one of the most important on-page SEO factors, so if it is not present this represents an issue that may affect search engine rankings and click-through-rate from the search results. ",https://sitebulb.com/hints/on-page/title-tag-is-empty/
On Page,,Opportunity,Medium,<h1> tag is missing,"HTML URLs that do not contain a header 1. The header 1 (h1) tag is considered important to help both users and search engines to quickly understand what content they can expect to find on the page. If the <h1> is not present, this represents a missed optimization opportunity. ",https://sitebulb.com/hints/on-page/h1-tag-is-missing/
On Page,,Issue,Critical,Title tag is missing,"HTML URLs that do not contain the <title> element. The title tag is considered one of the most important on-page SEO factors, so if it is missing this represents an issue that may affect search engine rankings and click-through-rate from the search results. ",https://sitebulb.com/hints/on-page/title-tag-is-missing/
On Page,,Opportunity,Medium,<h1> tag is empty,"HTML URLs that have an empty header 1. The header 1 (h1) tag is considered important to help both users and search engines to quickly understand what content they can expect to find on the page. If the <h1> is empty, this represents a missed optimization opportunity. ",https://sitebulb.com/hints/on-page/h1-tag-is-empty/
On Page,,Opportunity,Medium,Images with missing alt text,"Images with no alt attribute or missing alt text. Alt text is important for accessibility, to communicate meaning and context about the image to visually impaired users. Search engines also use alt text to understand the meaning and context, so images with no alt text represent poor accessibility, and a missed SEO opportunity. ",https://sitebulb.com/hints/on-page/images-with-missing-alt-text/
On Page,,Issue,Medium,Contains Lorem Ipsum dummy text,"URLs that contain 'Lorem Ipsum' dummy text in the body content. 'Lorem Ipsum' is nonsensical and improper Latin text that is used by website designers as placeholder copy, and it is not uncommon for websites to get published with sections of 'Lorem Ipsum' copy still present. This means that any pages which contain 'Lorem Ipsum' copy offer a poor user experience, and are under-optimized from an SEO standpoint. ",https://sitebulb.com/hints/on-page/contains-lorem-ipsum-dummy-text/
On Page,,Opportunity,Low,<h1> length too short,"URLs that contain a header 1 with too few words. If the <h1> does not use many words, in may not be well optimized to effectively communicate the desired message. It is considered best practice to try and include the main target keywords for the page in the <h1>, whilst also communicating 'what the page is about.' ",https://sitebulb.com/hints/on-page/h1-length-too-short/
On Page,,Opportunity,Low,<h1> length too long,"URLs that contain a header 1 with too many words. If the <h1> uses too many words, in may not be well optimized to effectively communicate the desired message. It is considered best practice to try and include the main target keywords for the page in the <h1>, whilst also communicating 'what the page is about.' ",https://sitebulb.com/hints/on-page/h1-length-too-long/
On Page,,Opportunity,Low,Meta description length too short,"URLs that contain a meta description with too few characters. If the meta description is particularly short, this may mean it has been automatically generated or is not well optimized, and may achieve poor click-through-rate as a result. ",https://sitebulb.com/hints/on-page/meta-description-length-too-short/
On Page,,Opportunity,Low,Meta description length too long,"URLs that contain a meta description with too many characters. If the meta description is very long, this may mean it has been automatically generated or is not well optimized, and may achieve poor click-through-rate as a result. Depending on the query, search engines may truncate or rewrite meta descriptions that are too long. ",https://sitebulb.com/hints/on-page/meta-description-length-too-long/
On Page,,Opportunity,Low,Title tag length too short,"URLs that contain a title tag with too few characters. If the title uses too few characters, it may not be sufficient to effectively communicate the desired message. ",https://sitebulb.com/hints/on-page/title-tag-length-too-short/
On Page,,Opportunity,Low,Title tag length too long,"URLs that contain a title tag with too many characters. If the title uses too many characters, it may not be well optimized to effectively communicate the desired message. Depending on the query, search engines may truncate or rewrite titles that are too long. ",https://sitebulb.com/hints/on-page/title-tag-length-too-long/
On Page,,Issue,High,Multiple title tags,"URLs that contain more than one <title> element. If there are multiple title tags on the page, it may lead to search engines displaying the 'wrong' one, which in turn may lead to lower engagement or CTR from search results, and may also have an SEO impact. ",https://sitebulb.com/hints/on-page/multiple-title-tags/
On Page,,Potential Issue,Low,Multiple <h1> tags,"URLs that contain multiple header 1s. Having more than one <h1> tag can be a sign of poor content structure, and could de-emphasize keyword associations with the page. ",https://sitebulb.com/hints/on-page/multiple-h1-tags/
On Page,,Issue,Low,Multiple meta descriptions,"URLs that contain multiple meta descriptions. If there are multiple meta descriptions on the page, it may lead to search engines displaying the 'wrong' one, which in turn may lead to lower engagement or CTR from search results. ",https://sitebulb.com/hints/on-page/multiple-meta-descriptions/
On Page,,Potential Issue,Low,Meta description is missing,"URLs that do not contain a meta description. The meta description is considered important to help users quickly understand what content they can expect to find on the page, when clicking through from the search engine results page. Well written meta descriptions typically achieve a better click-through-rate. If the meta description is missing, this represents a missed optimization opportunity. ",https://sitebulb.com/hints/on-page/meta-description-is-missing/
On Page,,Issue,Critical,HTML is missing or empty,"URLs that do not contain any HTML. If there is no HTML content, then users and search engines alike will not be able to access any visible content. ",https://sitebulb.com/hints/on-page/html-is-missing-or-empty/
On Page,,Potential Issue,Low,Meta description is empty,"URLs that have an empty meta description. The meta description is considered important to help users quickly understand what content they can expect to find on the page, when clicking through from the search engine results page. Well written meta descriptions typically achieve a better click-through-rate. If the meta description is empty, this represents a missed optimization opportunity. ",https://sitebulb.com/hints/on-page/meta-description-is-empty/
On Page,,Potential Issue,Low,Title and meta description are the same,"URLs that have identical text for the title and meta description. The title and meta description serve very different purposes, and if they are identical then this is usually the result of a misconfigured plugin or script. ",https://sitebulb.com/hints/on-page/title-and-meta-description-are-the-same/
Performance,,Opportunity,Medium,Transferred image size is over 100KB,"Image URL files that are over 100KB, which is generally considered large. One of the easiest ways you can improve page load speed is by optimizing images and properly sizing them to the size that is rendered. ",https://sitebulb.com/hints/performance/transferred-image-size-is-over-100kb/
Performance,,Diagnostic,Low,Avoid excessive DOM width,"URLs for which the DOM has a parent node with more than the recommended 60 child nodes. While browsers can handle larger DOM trees, they are optimized for a maximum of 60 elements wide. A large DOM tree can harm network efficiency and load performance, runtime performance and memory performance. ",https://sitebulb.com/hints/performance/avoid-excessive-dom-width/
Performance,,Diagnostic,Low,Avoid excessive DOM depth,"URLs for which the DOM has nodes exceeding the maximum recommended depth of 32. While browsers can handle larger DOM trees, they are optimized for a maximum of 32 elements deep. A large DOM tree can harm network efficiency and load performance, runtime performance and memory performance. ",https://sitebulb.com/hints/performance/avoid-excessive-dom-depth/
Performance,,Opportunity,Medium,Remove unused CSS,"URLs that contain 'unused CSS', which is not actually used for rendering. If you have 'unused CSS', this means that the browser needs to download CSS that it is not even going to use, delaying rendering in the process. ",https://sitebulb.com/hints/performance/remove-unused-css/
Performance,,Opportunity,Medium,Remove unused JavaScript,"URLs that contain 'unused JavaScript', which is not actually used for rendering. If you have 'unused JavaScript', this means that the browser needs to download additional JavaScript that it is not even going to use, unnecessarily delaying rendering in the process. ",https://sitebulb.com/hints/performance/remove-unused-javascript/
Performance,,Opportunity,Low,Use video formats for animated content,URLs that contain animated content in GIF format. GIFs are problematic for performance because of their typically huge file size. Even a small clip of a few seconds can easily blow up to several MB of data - which results in additional resource that browsers need to download. ,https://sitebulb.com/hints/performance/use-video-formats-for-animated-content/
Performance,,Opportunity,High,Minify CSS,"URLs that contain CSS files that are not minified or could be minified further. Minification works by analyzing and rewriting the text-based parts of a file to reduce its overall size, resulting in faster response times and lower bandwidth costs. ",https://sitebulb.com/hints/performance/minify-css/
Performance,,Opportunity,High,Defer offscreen images,"URLs that contain images which are fully loaded by the browser even though they are not visible in the user's viewport. This means that the browser spends time during the initial render downloading images that are not necessary to download right away, which increases the Time to Interactive. ",https://sitebulb.com/hints/performance/defer-offscreen-images/
Performance,,Opportunity,Low,Serve images in next gen formats,"URLs that contain images which are in older formats (BMP, JPEG or PNG). Older image formats do not offer the level of compression or quality characteristics as their newer, 'next-gen', counterparts: JPEG 2000, JPEG XR and WebP. Using a next-gen image format allows you to further reduce image file sizes. ",https://sitebulb.com/hints/performance/serve-images-in-next-gen-formats/
Performance,,Opportunity,Medium,Properly size images,"URLs that contain images which are larger than the size they are rendered at. Serving images that are larger than the screen size available means that the browser needs to resize the images down to fit. From a user perspective, this means that they need to unnecessarily download useless data, which increases load time and is a waste of cellular data. ",https://sitebulb.com/hints/performance/properly-size-images/
Performance,,Opportunity,High,Efficiently encode images,"URLs that contain images which are unoptimized. Image optimization is a valuable process because it allows you to serve images that are smaller in size (KiB) and therefore download faster, yet are not noticeably different to the user. ",https://sitebulb.com/hints/performance/efficiently-encode-images/
Performance,,Opportunity,Medium,Add dimensions to images,"URLs that contain images which do not have width and height size attributes. If you don't specify width and height on images, when loading the page, the browser does not know how much space to allocate for the images. This results in an image 'jump', as the layout shifts around the images. ",https://sitebulb.com/hints/performance/add-dimensions-to-images/
Performance,,Opportunity,High,Minify JavaScript,"URLs that contain JavaScript files that are not minified or could be minified further. Web servers and browsers can parse file content without comments and well-structured code, both of which create additional network traffic without providing any functional benefit. ",https://sitebulb.com/hints/performance/minify-javascript/
Performance,,Opportunity,Critical,Eliminate render blocking resources,"URLs that contain JavaScript or CSS that block the initial render of the page. 'Render blocking resources' are JS or CSS files that are not critical for the first paint of your page, yet still need to be processed before this first render can occur. This means you are forcing the browser to spend extra time on network transmission, decompressing, parsing and compiling code that is not actually necessary for the initial render. ",https://sitebulb.com/hints/performance/eliminate-render-blocking-resources/
Performance,,Diagnostic,Low,Avoid excessive DOM size,"URLs that contain more than 1500 elements in the DOM. While browsers can handle larger DOM trees, they are optimized for a maximum of 1500 nodes in total. A large DOM tree can harm network efficiency and load performance, runtime performance and memory performance. ",https://sitebulb.com/hints/performance/avoid-excessive-dom-size/
Performance,,Diagnostic,Critical,Serve static assets with an efficient cache policy,"URLs that contain page resources which do not specify a cache header. Fetching something over the network is both slow and expensive. Setting a cache header on your server response will tell the browser that it doesn't need to download assets again, which avoids unnecessary requests to the server. As such, HTTP caching can speed up your page load time on repeat visits. ",https://sitebulb.com/hints/performance/serve-static-assets-with-an-efficient-cache-policy/
Performance,,Opportunity,High,Enable text compression,"URLs that contain text-based resources that are not served with compression. Compression makes text-based resources like HTML, CSS and JavaScript smaller, which means they download more quickly. ",https://sitebulb.com/hints/performance/enable-text-compression/
Performance,,Opportunity,Medium,Use HTTP/2 for all of its resources,URLs that do not use HTTP/2 for all first-party page resources. HTTP/2 serves your page's resources faster and with less data moving over the wire. ,https://sitebulb.com/hints/performance/use-http2-for-all-of-its-resources/
Performance,,Opportunity,High,Reduce server response times (TTFB),"URLs that had a Time-to-First-Byte (TTFB) greater than 600ms. TTFB is a measure of how long it takes to receive data from the server, and high TTFB is a cause of slow page load. ",https://sitebulb.com/hints/performance/reduce-server-response-times-ttfb/
Performance,,Diagnostic,Critical,Avoid enormous network payloads,"URLs that have an extremely large page size (over 5Mb), which make them slow to download. A large page size translates into a large network payload when a browser requests the page. This takes the browser longer to download and process the page resources, and therefore longer to render the page. ",https://sitebulb.com/hints/performance/avoid-enormous-network-payloads/
